"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"RETREG1-AS1" -1.31265439081619 1.67820736685424 -9.57232495676044 1.75414047473058e-08 1.41533628764726e-06 9.68672859107446
"MUC20-OT1" 1.31235035584063 3.40108529165898 3.31029874267709 0.00389481322360885 0.0157969285992104 -2.62252686614396
"MIB1" -1.31224094128507 7.75681056033236 -6.38319093874762 5.20929174006293e-06 0.000105952684587501 3.85802227937475
"IAH1" -1.30931779758467 4.09881147911949 -7.04281092459539 1.43743646888151e-06 4.07797731562375e-05 5.29886798602235
"KCNK1" -1.30675304773513 3.36298559381599 -4.45760306368152 0.000304665099842039 0.00237085506994958 -0.101806916782188
"C19orf33" 1.30615660746591 1.52480509457199 9.61681960307097 1.63481323241285e-08 1.33907183112072e-06 9.71795165769492
"ARHGEF10" -1.30566435530581 1.23606991420766 -7.30071581949658 8.829172204948e-07 2.79607563955534e-05 5.68421623575696
"H4C9" -1.29880082546345 5.68263732299405 -2.8357309530083 0.0109685825679434 0.034425738546579 -3.61627996645506
"FRY" -1.29415472208567 2.82695545310792 -2.51481400199303 0.021638801675347 0.05766465397535 -4.26937849007859
"SPIN4" -1.29211915418103 5.4042457013462 -6.55968183297142 3.66990394498377e-06 8.26031685468042e-05 4.19470169885912
"NHEJ1" 1.29192226740108 5.09052945600284 11.8826075305849 5.9634056371679e-10 8.22177053687733e-08 13.0962682180423
"ANKHD1-EIF4EBP3" -1.29129169037371 1.23850867707557 -10.9697144388228 2.12768699878266e-09 2.22875213122484e-07 11.8184944078865
"ZNRF2" -1.29056914843076 3.89258009282324 -7.31823684301456 8.54440684873234e-07 2.71378332974024e-05 5.8134230744021
"KBTBD11-OT1" -1.28932574474005 1.22042893978692 -7.26166315906148 9.49992312849889e-07 2.95141554890488e-05 5.60694765322252
"MZT1" -1.28782569905941 4.88283676471708 -5.72239485811798 2.00535863516183e-05 0.000300461571955274 2.57960718710382
"SHROOM2" -1.28752539882659 4.46584812014431 -4.22169779173846 0.000513632002485681 0.00345401668832038 -0.766870932845547
"H4C8" -1.28700735742335 6.73467827348068 -4.05868133131031 0.00073792392252651 0.00455051871610747 -1.12044667585267
"FMNL2" -1.28672634922476 2.43304423209665 -4.46910017877336 0.000297031497202845 0.00232795764786172 -0.0808980820073106
"CCN2" -1.28025563583426 10.2583059546999 -2.34580129713807 0.0306506594007616 0.0745663875640681 -4.67813233033039
"INHBE" -1.27912016452036 2.52288916159787 -1.50112621986706 0.150673781550812 0.251094016653747 -5.99147226974154
"MYO18B-AS1" -1.27425739327106 3.45696461715983 -6.38120126497729 5.23002788902946e-06 0.000105952684587501 3.99108823187033
"BLOC1S4" -1.27420097198561 3.48824783337971 -6.03337292060948 1.05590533117704e-05 0.000184048522845483 3.28158136741232
"PFDN5" 1.27244799873863 1.90446508126167 11.0649068068105 1.85649572780684e-09 1.99230024981865e-07 11.9276399355028
"RPL22" 1.27053233053909 5.49891925777436 2.22498581647476 0.0391179298844571 0.0898400922824691 -4.82179125763999
"MISFA" -1.26614431968577 1.13535911447941 -10.1433216047599 7.22341956802246e-09 6.50346551851543e-07 10.5543614344178
"TRAPPC5" 1.26535733820928 2.67021320179819 5.70225317459038 2.09130190337887e-05 0.000308707898853786 2.5531640452327
"STARD4-AS1" -1.26439072583206 2.77712626682246 -8.40756199530037 1.20578913203296e-07 6.02562697448033e-06 7.76917489498539
"GASK1B" -1.26399766642817 5.13604253745755 -2.27314346945026 0.035512358903404 0.0835575891779013 -4.88475359069533
"NUDT17" -1.26334379889068 2.13509070932049 -8.45963245803977 1.10229889207407e-07 5.66436043879949e-06 7.83915048986431
"PDZD7" -1.26297861130654 2.66412509540564 -4.81330947324771 0.000139563989323179 0.00130172097575917 0.674198787466826
"CLDN1" -1.26223058976569 2.57205887681637 -2.28680651227833 0.0345468160774464 0.0819036627462815 -4.68922871157266
"CDRT15P9" 1.26079658333021 2.54566506461491 2.60237009121951 0.0180165816942171 0.0501357253496412 -4.26815054876728
"MT-RNR2" -1.26058450170016 7.33553750679317 -1.44020396309504 0.166989536627882 0.270953829613367 -6.26491224356102
"CENPVL3" -1.25806671301099 3.31667807777723 -5.88968997078989 1.4179780048192e-05 0.00023369822064297 2.98861223758907
"NAB1" -1.25780452460492 7.05076406509203 -2.98420967216454 0.00795840051702492 0.0273239253805451 -3.50412454299882
"PCMTD2" -1.25628611894542 3.28898061534304 -5.17016419006521 6.44790336381745e-05 0.00072963273894977 1.45453423322055
"LEMD3" -1.25389382116208 6.09238723545032 -8.99228432886635 4.4882994178722e-08 2.87620787401763e-06 8.67889060916601
"MT-ND6" 1.25202520354831 9.30348289872919 2.92992046185339 0.00895240982142951 0.0297313357822963 -3.54563484673949
"EME2" 1.24846530600912 5.16594177893728 8.17625493669858 1.80388316762869e-07 8.08703836549257e-06 7.32234693378246
"DUSP2" -1.24808601109642 8.26757500076635 -3.48354561408723 0.00265419202824863 0.0118399024430116 -2.4358305397732
"SREBF2-AS1" -1.24786604203096 2.77473174431761 -8.80504933758429 6.13076813317308e-08 3.59078430337567e-06 8.45984803979723
"ABHD17B" -1.24356902966986 5.14519646220785 -7.46724889972498 6.47615569709514e-07 2.18424892149085e-05 5.9843149040783
"EGLN1" -1.24193592310609 5.31905573238011 -11.725850285623 7.37832622674565e-10 9.68427541134543e-08 12.8726573231182
"HS6ST2" -1.23944051729868 2.99737389375422 -3.8741733424423 0.00111287804187909 0.00623005826733339 -1.38091902100758
"NTN4" -1.23360347317786 3.38630103632292 -4.589644586198 0.000227764911380237 0.00189699613499717 0.137465163399774
"SCAMP1" -1.23238620008843 5.01668123697392 -4.96562536684759 0.000100226056094696 0.00102811926091867 0.880893071104065
"MIR1282" 1.23163818982787 1.46262548506275 11.6196609658093 8.53383766598619e-10 1.08101892480527e-07 12.7083100113473
"SARM1" -1.23129834261131 2.24290119512101 -7.84791235762584 3.23369061224526e-07 1.28101183744727e-05 6.77517972211345
"TOMM6" 1.2295563542006 1.40999867861969 15.2405149077508 9.98988632181096e-12 3.51063940612286e-09 17.1620829118733
"RPS10" 1.22907119196193 5.3690133603377 8.85080750708914 5.67864734682532e-08 3.4178554804594e-06 8.56189998613218
"RIMS3" -1.22759597620409 4.92088081461585 -3.62922529446548 0.00192020237589566 0.00931103504576635 -2.09785640538675
"CMC1" -1.22754566583674 2.85482837698399 -9.28383097261043 2.78515905826541e-08 2.02276818538289e-06 9.25286494887691
"DCP2" -1.22741025984056 7.41083481876215 -8.71561272915089 7.12632982996053e-08 4.04344985247864e-06 8.22116699587501
"NME7" -1.22706792832494 5.51945189059206 -8.27343861631023 1.52175876372065e-07 7.07233364064372e-06 7.49436387987015
"ARPC5" -1.22466489709478 6.75446633637079 -9.99299841982963 9.09210904530958e-09 7.8610663444129e-07 10.3146077809718
"KIRREL3" 1.22453224077637 4.05736601882821 2.52495592087162 0.021186436003517 0.0567227903225152 -4.22822159559714
"TM2D3" -1.22398672247313 5.39637062083662 -8.64097846238895 8.08593388200316e-08 4.39889193090301e-06 8.12433598157975
"SPRED1" -1.22395386110942 6.88775640714233 -6.69983255965967 2.7871051342182e-06 6.68347172395184e-05 4.47815829987689
"U2AF1" 1.22378213510996 3.14262279685381 5.67011692683886 2.23634764347075e-05 0.000325270643898135 2.49513454961142
"ZNF140" -1.21685717080165 2.49402042699688 -7.4373753887296 6.84452912199652e-07 2.28724847408068e-05 6.02500073133102
"RNASEK-C17orf49" 1.21584040797982 1.5142802730992 8.19143686631542 1.75644615304231e-07 7.90691090547226e-06 7.29898484305067
"NADK2" -1.21432999902332 5.20523602584835 -4.32575957171878 0.000407792580868769 0.00294078217531703 -0.566980557090563
"EEF1A1P5" 1.21319023856051 3.70373222533822 2.57790736914313 0.0189661632396541 0.052123456693439 -4.1656670201363
"MRPS22" -1.21282429184842 5.33101474610834 -10.1350393211721 7.31510316033889e-09 6.53202736301081e-07 10.5901259646203
"MMD" -1.21188833353988 5.35960272541127 -3.5950114830749 0.00207202966124418 0.00983131146759323 -2.17427131916601
"ABCG1" -1.21129301795319 3.81363029689094 -1.97144957489409 0.0642553330130858 0.131183957617046 -5.28638668325736
"STON1" -1.21054935402925 2.94812657069353 -3.17648190463808 0.0052292684591728 0.0197529995125619 -2.91673891348956
"MFSD6" -1.20725660767736 4.37757642643507 -3.82099742627109 0.00125284410402738 0.00681742441022689 -1.63410679027686
"PTGS2" -1.20420850906096 2.87531118913018 -2.48989084763703 0.0227894674146229 0.0597661189251088 -4.29501583635711
"INSIG2" -1.20306761667796 2.79028171976111 -6.18791843166798 7.71256817730207e-06 0.000143380064374622 3.5973145909002
"HES1" -1.20209709076793 6.02788648932209 -2.38529574753349 0.0282752013258637 0.0700227422695974 -4.71752335611733
"PCDHA5" -1.20171472381543 1.43064390805209 -5.42289285127632 3.7617229694602e-05 0.000489023986029826 1.88508485379709
"TPTEP1" 1.20046792928788 4.92675734346693 9.56680910831678 1.76955523626548e-08 1.41533628764726e-06 9.67859915762353
"SPRY2" -1.19585321806689 4.21165527187784 -3.16813544049531 0.00532594876792362 0.0200348362837569 -3.04428887458106
"PAQR3" -1.19491222352137 6.40444272321619 -7.3854156446983 7.53802092627867e-07 2.45131940211582e-05 5.80413199076203
"PARD6B" -1.19271196596298 5.58398669585998 -3.60149453881207 0.00204237222814848 0.00974150746648404 -2.17110575032708
"GALNT4" -1.19252377227819 1.27055412898535 -7.58348025920505 5.22794573766434e-07 1.86121702176847e-05 6.20873703448448
"ARL6IP4" 1.192376796193 1.3591929878612 12.7743573483281 1.85000417874285e-10 3.25063637471365e-08 14.2456768088729
"BCYRN1" 1.19218171308933 2.55024841266341 1.45304909797747 0.163434302901208 0.266774542374252 -6.26665710346224
"H4C3" -1.18960696478127 6.88369995283525 -3.7658891536181 0.00141648407408868 0.00745827815520641 -1.7072638995546
"CD44" 1.18848856421137 7.47670982481697 3.95994673829759 0.000919329150537643 0.0054136063599768 -1.39825783923505
"ARC" -1.18762736512772 6.79272397041867 -2.51393417302847 0.0216784718431681 0.0577421203568393 -4.46922784062415
"LNX1" -1.18532670100198 2.91851899409744 -4.96458849624074 0.000100451475866531 0.00102946225596424 1.01082592991238
"NDFIP1" -1.18327237852387 5.6718109900905 -7.34684746912374 8.09973542482454e-07 2.61060703307806e-05 5.76996640965969
"ITFG2-AS1" 1.18299738785242 1.61838992323177 4.5348388963616 0.000256957916546909 0.00209058965112922 -0.12264573503328
"DCK" -1.18224335653956 6.3955989961349 -7.12799767768462 1.22247726812784e-06 3.5896677517479e-05 5.30520896533883
"PKP4-AS1" -1.18213301889739 1.84432405435964 -11.5719189502887 9.11379364936604e-10 1.14121457489878e-07 12.6674613001362
"GPR27" -1.18210738631477 4.08014414081294 -5.41335648709619 3.83849692909395e-05 0.000496634032607476 1.90870960986501
"PPM1B" -1.18185687491393 4.84401378446241 -10.7685083432543 2.8467635368633e-09 2.79393170906205e-07 11.5060085506899
"SBK1" -1.18054361803981 3.25870446658622 -2.40613289485449 0.0270922941710444 0.0678178889474626 -4.48653468402346
"NSUN5P1" 1.17999662579342 2.74432944604165 4.4760312208859 0.0002925234720937 0.00230423044467735 -0.109573172893181
"PDGFB" -1.17768956129548 4.06364699356955 -2.90058661117554 0.00953845745860064 0.0311580194131058 -3.59064320096941
"AHRR" -1.1771328538505 1.76636442914804 -6.00414513987957 1.12092881660089e-05 0.000193524540856579 3.14392984071058
"MRPS18C" -1.1739304963477 3.93396225453162 -5.00967528827217 9.11112345703372e-05 0.000952558339164351 1.11250587561837
"WDFY3-AS1" -1.17361128621541 0.915314849441201 -14.282876450536 2.94924413321218e-11 8.23822194543936e-09 16.0870714985733
"PLD5P1" -1.17334378908211 1.17317638386585 -11.0336169255578 1.94139969463404e-09 2.05336002653818e-07 11.8706689873037
"DNAJB14" -1.17257423365576 4.91734197684342 -6.11048447185255 9.02369933883749e-06 0.000162755265889562 3.32185914595452
"SMPD4" 1.17248535919676 8.07276694221021 5.19157894043374 6.15843619172901e-05 0.000706265678107172 1.32305708703232
"DAXX" 1.17242615531292 4.65604088924956 4.41923521651002 0.000331607700817548 0.00251744550014381 -0.209233164366839
"MMP15" -1.16750467550676 3.85088371486216 -2.73678683800174 0.0135549656654223 0.0402145413832 -3.8503400216809
"DDX39B" 1.16269500418496 1.47390891155118 9.67227786933708 1.49785573595906e-08 1.2552031067337e-06 9.79493901973632
"ARL6IP6" -1.16167649007825 5.12332376803678 -5.06034361766245 8.16665088626786e-05 0.000873943956335973 1.11868532874781
"APC2" -1.16036641909766 4.63398217186275 -3.27852072888002 0.00417768268764447 0.0166709432964098 -2.81624592325317
"SBF2-AS1" -1.15951237616249 3.46649496132613 -13.3158648058482 9.38310587768708e-11 2.02407487611185e-08 14.9323989203614
"PPM1H" -1.1594186504698 4.29880363643095 -4.08712402585642 0.000692675392196456 0.00432435858027977 -1.05133393497965
"BMT2" -1.15751993751469 3.69556991385799 -7.38807663544761 7.50078974590615e-07 2.44651507460783e-05 5.95460056060888
"SEMA3F-AS1" -1.1573393446877 2.62216501406188 -7.1341293864144 1.20835259301061e-06 3.57711770333086e-05 5.43105121060171
"LCP1" 1.15713732249817 3.69573288470943 3.82176625747188 0.00125070006635746 0.00680915868210806 -1.49457490838275
"CXXC4" -1.15335867582883 3.56211225942495 -3.42098813100465 0.00304908323002075 0.0131395224319011 -2.41058918947828
"ATP6AP2" -1.15306597390785 5.72569359624568 -5.81350712792781 1.65968264773855e-05 0.000260471019247688 2.66748480942284
"ATP6V1G2-DDX39B" 1.15224734399835 1.46951151678993 9.62418819333966 1.61588587334092e-08 1.33359550789212e-06 9.71709130952162
"RABAC1" -1.15020105622175 3.74947943398946 -3.03812808406182 0.00707753619050558 0.0249846659946104 -3.2091825261469
"SMG9" 1.14884130427528 5.11764600991358 7.7949828436413 3.5574308552954e-07 1.37427843041093e-05 6.65557743335245
"SPECC1L-ADORA2A" -1.14828290191529 0.832388586720848 -14.552565196034 2.16096863507953e-11 6.53933119737678e-09 16.3967524064505
"KLF9" -1.14787510535763 5.44398335879417 -2.69121899371261 0.0149338851904322 0.0433839320705516 -4.11354502334807
"MED17" -1.1477979630235 2.89843732491677 -9.26898164857418 2.85298123481167e-08 2.05830315046612e-06 9.25295367184287
"RNF149" -1.14448587630168 5.06208226528023 -10.5624366489422 3.8520671291022e-09 3.61762235383098e-07 11.2222004315429
"GLRB" -1.14295623267116 3.72273547215335 -2.9079749102334 0.00938744919111182 0.0307754653890979 -3.48794210596327
"LINC03098" 1.14268291671267 3.29141555516191 9.56313955953649 1.77988866722668e-08 1.41533628764726e-06 9.72897313224167
"FANCF" -1.14210771915313 4.02248006118863 -5.09044322561174 7.65354891367921e-05 0.000833777618656213 1.25129748576342
"SYBU" -1.14081314620594 3.01625143903736 -3.57993930077463 0.0021426420306743 0.0100933181631563 -2.02080231238821
"SLC2A3P1" -1.14075312381956 0.749155457192929 -9.53360559263134 1.86538864991709e-08 1.46198157929473e-06 9.57430097229035
"KLHL28" -1.13702227084476 5.29477713727338 -6.51185030109708 4.03369141756902e-06 8.78860686059939e-05 4.10049112433672
"CACNB2" -1.13649285065223 2.86559226439772 -4.35469892494904 0.000382482159258963 0.00280589942287349 -0.319379511727584
"P2RX5-TAX1BP3" 1.1363621565839 2.90725381055169 9.16392532412754 3.38490421220033e-08 2.3284242652962e-06 9.0748872427355
"CKS2" -1.13402277021549 6.71535278935045 -7.57716723782862 5.28885140841326e-07 1.86588979176165e-05 6.19734185343857
"RDH14" -1.12903157241028 3.62004695051762 -5.33633757384934 4.52055130985458e-05 0.00056282155393778 1.82066539872439
"SELENOI" -1.12824777297188 7.09977479434 -8.42381262618104 1.17244532592836e-07 5.91324971327016e-06 7.70166236452689
"PMAIP1" -1.12695479094966 5.31367707086413 -5.71918523285311 2.01880671448932e-05 0.000301272333529405 2.52049793828855
"FLJ40194" -1.12560156203676 1.06835848806602 -13.246673384408 1.02202992370627e-10 2.08826486145553e-08 14.8480361568603
"FST" -1.12444308097098 5.56598692369608 -6.92925866898032 1.78659608019115e-06 4.72407225669962e-05 4.9294723027957
"ZSWIM4" -1.1239661992264 3.54618524693843 -3.20092230980648 0.0049559383604304 0.0190105607389186 -2.85047995328229
"SOX4" -1.12258141276485 6.33587897274965 -2.54302017363256 0.0204027420394204 0.0550985304356585 -4.40880558244382
"EGR2" -1.12222335409706 4.01396067589498 -2.40106542296974 0.0273756349399947 0.0682448894819912 -4.55531334999143
"FADD" -1.12055658974858 4.50429272220284 -8.30054685246495 1.45156583347255e-07 6.93568341660087e-06 7.61121760567022
"TMEM30A" -1.11994926415759 7.75027710290252 -6.4634655226499 4.43978156457179e-06 9.37514923706393e-05 4.00365485828761
"HSPA13" -1.11899069798116 7.13875318553998 -4.41353701182259 0.000335809919900728 0.00253345794141173 -0.38757239151079
"TENM4" -1.11770333866912 4.56485643367312 -3.09269556289051 0.00628286670406763 0.0227620717905263 -3.23667999482797
"DEPDC1B" -1.11757752843735 6.25390846239606 -9.22564803097196 3.06094647015053e-08 2.1653214834948e-06 9.06855763668711
"GTF2I-AS1" -1.11502639921491 1.60720943432011 -10.5771019535895 3.76950458593394e-09 3.5708680834056e-07 11.2218654692261
"CFAP73" -1.11379482775349 1.16168932772223 -10.7799588196248 2.79967937005122e-09 2.77270064157618e-07 11.5110811436841
"PDXP" -1.11200579590719 3.97425671899056 -8.27243326526178 1.52442902554907e-07 7.07233364064372e-06 7.57145526280408
"PCMTD1" -1.11145296244373 4.09435273235533 -4.43763654105256 0.000318397368352894 0.00244786233651124 -0.201237480905747
"RPS12" -1.11122045265946 7.9368179612634 -3.96832473734503 0.000902335471316878 0.00534241446985112 -1.34495876489764
"SPRY4" -1.10994517967444 3.57890009790111 -2.78021855916194 0.0123547404762812 0.0377115558275727 -3.82736514402345
"HSPE1-MOB4" 1.10743079103501 1.3804081242225 7.25962076299135 9.53642622741433e-07 2.95141554890488e-05 5.55730281811542
"SNORD17" 1.10364092337071 3.01163981784542 3.6641591515604 0.00177658970311359 0.00882140757781196 -1.86010990333294
"KXD1-AS1" 1.10346738567464 1.28678634709775 8.23446871198488 1.6289236750612e-07 7.48755042874125e-06 7.35639525205984
"PRC1-AS1" -1.10327693611657 2.55917582655354 -7.53298332168718 5.73630848518722e-07 2.00024988803058e-05 6.17042098925176
"P2RY1" -1.10240405700688 3.23637617838915 -5.88865870383753 1.42099539798444e-05 0.000233841750236291 2.97347000313875
"SNTB1" -1.10218397036295 3.06883178890982 -2.40467373780181 0.0271735984433482 0.0679181588424766 -4.45350109255117
"LRATD2" -1.10165416463799 5.54418127157907 -2.95321852193469 0.00851191870351167 0.0286288491374054 -3.57978771656413
"ERLEC1" -1.09957417376919 5.73517912565463 -6.55678452579187 3.69094258741274e-06 8.27348324017993e-05 4.18547177251306
"CMTM4" -1.09952502693628 6.42861047360163 -4.22307840599597 0.000512060349928056 0.00345134206315986 -0.809765800129145
