"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Gene"
"TDRD7" -0.849417617843193 4.43975463186811 -10.1819468636569 4.25015154838128e-14 6.02681373633834e-12 21.8857685963329 "TDRD7"
"ABL2" -0.847241451804943 7.70986864609439 -9.12822058359905 1.77879987158527e-12 1.46570705635016e-10 18.2063590313173 "ABL2"
"MIDEAS" -0.844383401005846 6.62335328125833 -12.1480871334816 5.68765354781937e-17 3.12174676467882e-14 28.3891669451293 "MIDEAS"
"EDIL3-DT" 0.843418526106626 2.63407354669322 5.56936878167075 8.59437024545125e-07 9.25868773350512e-06 5.33540660101921 "EDIL3-DT"
"IRF9" -0.840864399312722 4.79194025059674 -7.84005268443163 1.96222750366518e-10 8.28005688830342e-09 13.5701652315542 "IRF9"
"NRARP" -0.839111399502811 1.89520618974225 -7.53814331406054 5.99664502738638e-10 2.04843378456518e-08 12.4696603855215 "NRARP"
"MT-TL1" -0.837868516615645 3.67639513351417 -4.39952123153729 5.24199871593807e-05 0.000294048640022377 1.3457173046615 "MT-TL1"
"ZNF542P" -0.835853229332407 2.55871529668836 -3.54353210151976 0.000831238375545527 0.00302957321870224 -1.29177024004006 "ZNF542P"
"BAMBI" -0.834172678616248 4.44957815424905 -6.07057815617489 1.378236115096e-07 1.95210097835026e-06 7.1257950936799 "BAMBI"
"LINC00662" 0.833211060832476 6.16630265052976 10.9947253845994 2.60113946268333e-15 5.37642300803783e-13 24.6349114880854 "LINC00662"
"KIAA1217" -0.832389457715593 5.75041711324512 -10.2092860964635 3.86400545408087e-14 5.78676534742485e-12 21.9795640862576 "KIAA1217"
"MX2" -0.830656990133966 2.00596851561947 -6.94498709174736 5.42035330055951e-09 1.28103117248688e-07 10.3027931951933 "MX2"
"MT-TA" -0.827317843224124 4.72488569782296 -5.95781357791017 2.08517588201138e-07 2.76699889892587e-06 6.72025616406731 "MT-TA"
"HMCN1" -0.826482317891347 2.01639784716706 -6.00908561412169 1.72759598810675e-07 2.35660325223286e-06 6.90447810750828 "HMCN1"
"NR4A2" -0.825490183038629 2.97698270334588 -4.82131303833133 1.23249092808446e-05 8.69301727471951e-05 2.7442213436571 "NR4A2"
"PCK2" 0.823816332744858 5.25897576912455 6.71588301240565 1.26877251561269e-08 2.60482842220483e-07 9.4666781096786 "PCK2"
"ZXDA" 0.818912984295877 4.22265464225835 9.79928906960716 1.62666494026748e-13 1.90742105255403e-11 20.5637413544284 "ZXDA"
"SAMD9" -0.817793234878463 3.55206899523508 -6.41655617438314 3.84638183098678e-08 6.65342218849415e-07 8.37739744507983 "SAMD9"
"CHAC1" 0.814464856978266 3.19312939529323 5.57341203042986 8.46940297530549e-07 9.17267933249116e-06 5.34970881913327 "CHAC1"
"ARID5B" -0.808697814116229 5.31406992528974 -6.30006431613188 5.91622829798833e-08 9.64550856871226e-07 7.95490315767616 "ARID5B"
"TNNC1" 0.807984036037269 3.06539159180543 3.00767426495027 0.00401373008421783 0.0115143350686983 -2.76356472906137 "TNNC1"
"NEDD9" -0.807746915718277 5.91798541572762 -8.1972634305232 5.26252685179018e-11 2.65192210568518e-09 14.8671712820069 "NEDD9"
"CPEB2" -0.806610468184908 4.24535009230118 -15.3987738259257 2.95862851546958e-21 3.60804747461515e-17 38.0119781690072 "CPEB2"
"SHOC1" 0.80414040640622 1.91275310763362 7.31303303622349 1.38197353800429e-09 4.11289692117037e-08 11.6475591673818 "SHOC1"
"RN7SL3" 0.803627660844159 3.23189703699015 4.63381533389544 2.35920968364899e-05 0.000150710120964376 2.11589871641502 "RN7SL3"
"ZNF365" -0.803132813961217 2.5812077254004 -6.08446275638159 1.30963468685799e-07 1.86577044465341e-06 7.17582071248593 "ZNF365"
"VGF" -0.802858009864001 5.28028084209366 -4.92934602030795 8.44635132058171e-06 6.28835496669683e-05 3.11062038626469 "VGF"
"GBP2" -0.799685655355798 2.5753672861536 -9.87362753887152 1.25169662618604e-13 1.49651376042537e-11 20.8218918897331 "GBP2"
"IFIH1" -0.79952392727535 2.81680780558362 -3.87978272466151 0.000289894967069403 0.00123783932892555 -0.292777687463722 "IFIH1"
"MT-TW" -0.798903852458648 2.15461699142289 -6.95708218739068 5.18227547371021e-09 1.23380887227876e-07 10.3469689434332 "MT-TW"
"BHLHE40" -0.797650431031489 5.52873039346285 -5.56673367798739 8.67679547066935e-07 9.31457048986027e-06 5.32608684397441 "BHLHE40"
"PCDHA9" -0.795693741616984 3.44198903852138 -12.1757184916656 5.20073818920743e-17 3.12174676467882e-14 28.4769272364517 "PCDHA9"
"LPL" -0.793981418741552 2.18753796295981 -7.16205412902277 2.4206213074278e-09 6.47356948335131e-08 11.095865624715 "LPL"
"KDM6B" -0.791097472099554 4.28222112512363 -5.61737328813671 7.2214920339661e-07 7.97584497171851e-06 5.50538103375807 "KDM6B"
"ERRFI1" -0.790975691541614 6.97809054348101 -7.36049878350271 1.15878276323353e-09 3.58663852731798e-08 11.8209702943054 "ERRFI1"
"LBH" -0.790175764883682 4.324142474259 -3.926571718428 0.000249486369779911 0.0010901061553085 -0.149699733377932 "LBH"
"KLF5" -0.788295373118554 5.37245064103278 -6.60509920778944 1.91343726825114e-08 3.62898405697087e-07 9.06300802357942 "KLF5"
"GATA3" -0.786596647941371 2.97889488472121 -10.0247950696255 7.36065672807281e-14 9.35033424987999e-12 21.3448921202747 "GATA3"
"CD83" -0.784781558346988 4.2568608307149 -5.97709826686088 1.94278734267321e-07 2.61216004894155e-06 6.78951240077212 "CD83"
"TUFMP1" -0.784072880676555 1.92569266632673 -8.9004534667211 4.04685790636342e-12 2.83628920506333e-10 17.3960276414005 "TUFMP1"
"PCDHA13" -0.784049402862348 3.705276755839 -11.8410220720111 1.5478970732862e-16 5.78628324786697e-14 27.4069706450378 "PCDHA13"
"NIPAL4" -0.782572729025057 2.20858220518404 -13.0423115054968 3.30156009505714e-18 2.87589466851584e-15 31.1769284641647 "NIPAL4"
"CILK1" -0.781827938799712 5.51561053613722 -8.89036092081226 4.19743603184113e-12 2.92501328047443e-10 17.3600119466975 "CILK1"
"ABCG1" -0.780497365464365 2.46287933797352 -6.06122795148958 1.42643466110268e-07 2.01102551354302e-06 7.09211765293384 "ABCG1"
"SNORA4" -0.778727137883311 3.10883833409588 -7.66332174479008 3.77191128662774e-10 1.40668067707722e-08 12.9263214830373 "SNORA4"
"MT-CO1" -0.776632099459382 12.2679425008811 -6.95151475449012 5.29053705008661e-09 1.25277862768556e-07 10.3266343106215 "MT-CO1"
"PLXDC2" -0.775604760108709 3.66617232747087 -3.66623864995201 0.000568989564805726 0.00219583156417906 -0.933381932802866 "PLXDC2"
"MFSD6" -0.775437998122382 4.00778563823942 -8.2399897390026 4.49832253266832e-11 2.32922406536994e-09 15.0218334898766 "MFSD6"
"MCC" -0.773998453882988 5.17199885035448 -7.25841946986298 1.69253970336679e-09 4.80012132152512e-08 11.4480078436323 "MCC"
"SNORA23" -0.77390458110421 3.03841924747144 -4.64327249523352 2.28367981673983e-05 0.00014642205765059 2.14734708509331 "SNORA23"
"HAS2" -0.772242977097716 3.10780440808607 -2.89735400648773 0.00545231508461901 0.0148218864148303 -3.04588459208623 "HAS2"
"ERN1" -0.770439752373238 5.68715654224146 -8.94983281956187 3.38491332071401e-12 2.47179748180284e-10 17.5721092019743 "ERN1"
"GUCY1A2" -0.766318870992507 3.15841125197754 -4.00977196098466 0.000190657101636333 0.000874083967840257 0.107015647705225 "GUCY1A2"
"PARP14" -0.762690960672039 6.98722409635607 -5.54794400629579 9.28764399152004e-07 9.84038388154534e-06 5.25966473637924 "PARP14"
"ADRB2" -0.758948829716513 1.78607275955606 -11.758128549142 2.0324594070942e-16 6.88495624153161e-14 27.1396510224025 "ADRB2"
"PNRC1" -0.758909506018706 4.7175395826203 -4.59357283757281 2.70885135652154e-05 0.000168974129374835 1.98238009181551 "PNRC1"
"ICAM4-AS1" -0.757576398354857 3.02815049867316 -2.61581926774457 0.0115576282515476 0.0278163166622505 -3.73088039984837 "ICAM4-AS1"
"HIVEP2" -0.757192874393806 5.78519340211497 -8.94376627849497 3.45997043559983e-12 2.51156782512738e-10 17.5504883404686 "HIVEP2"
"SNORA17B" -0.755800491666622 2.88141233130764 -5.26030283578897 2.61429967998073e-06 2.34940196001216e-05 4.25059729155648 "SNORA17B"
"PCDHA5" -0.754427313616453 3.84155598016707 -10.3171312243321 2.65600292152186e-14 4.2018935664291e-12 22.3486832425125 "PCDHA5"
"RN7SL4P" 0.75336942615632 2.06405620353555 8.96590858795961 3.19385088947298e-12 2.36054615740139e-10 17.6293863797788 "RN7SL4P"
"CNN1" 0.752849937719868 2.81080747733572 5.36057796800952 1.82521878796256e-06 1.73623581273038e-05 4.60063012907734 "CNN1"
"KLHL21" -0.752292747239585 6.30889466862036 -9.11066402870896 1.89482702055494e-12 1.52860235204044e-10 18.1440699803827 "KLHL21"
"DNMBP-AS1" -0.751021931043907 3.78583437671682 -8.03645190824161 9.50854459779222e-11 4.37972333334401e-09 14.2840990813397 "DNMBP-AS1"
"SOX5" -0.750454603860636 2.08995878742421 -5.95051257519902 2.14174672104554e-07 2.83282009361718e-06 6.69404738569759 "SOX5"
"SDC2" 0.748640335222732 1.65690801856523 12.1631563983344 5.41664523222361e-17 3.12174676467882e-14 28.4370413939952 "SDC2"
"SSTR2" -0.74729561616223 3.42414670878427 -5.12952221293873 4.16598057762595e-06 3.44668474519324e-05 3.79717109087965 "SSTR2"
"CDR1" -0.746998962827738 2.60782386851957 -4.57347099846758 2.90198895398209e-05 0.000178581247215094 1.91587055079268 "CDR1"
"IL1R1" -0.745049618582991 3.39733451454153 -5.36990260900646 1.76509481523078e-06 1.68958644205175e-05 4.63327869302927 "IL1R1"
"KCTD11" 0.743605046651994 4.9264645557977 8.66996131464461 9.34163735703892e-12 5.99585618784682e-10 16.5713239954708 "KCTD11"
"BCL10" -0.743344654624525 5.66674092547506 -10.2038023081851 3.93851188057616e-14 5.78676534742485e-12 21.9607574626961 "BCL10"
"CSF1" -0.743260982736285 4.4622795061737 -5.04218051850055 5.67653401975065e-06 4.48641168962147e-05 3.49644713239093 "CSF1"
"GPNMB" -0.742529643680301 2.97179109185705 -3.96577454494176 0.000219862677082114 0.000982493714553457 -0.0291000964111179 "GPNMB"
"H2BC21" -0.741078970862171 4.90483754490791 -2.84398448062833 0.00630834237155244 0.0167677060202882 -3.17972013063643 "H2BC21"
"GRAMD1C" -0.737527009791203 2.84903321223095 -6.58680445272528 2.04769099818897e-08 3.83588198508672e-07 8.99639846869734 "GRAMD1C"
"SH3RF1" -0.735143185312399 5.31983176143605 -14.7760590443052 1.76849993242891e-20 9.01525238303158e-17 36.276311052764 "SH3RF1"
"TENT5C" -0.734810728317653 1.98107125205877 -8.11287865000179 7.17672820383604e-11 3.4868605755291e-09 14.5613907739925 "TENT5C"
"CDC42EP3-AS1" -0.734489542880791 3.06683789203626 -4.38315260437797 5.53946074613851e-05 0.000307621693074495 1.29258153193267 "CDC42EP3-AS1"
"DYNC1I1" -0.734443284853739 1.87278487023607 -5.6443231045439 6.54839106948446e-07 7.33311561913343e-06 5.60096242172098 "DYNC1I1"
"NT5DC3" -0.734012972568587 5.39556019259258 -11.4872868450153 4.97901088897899e-16 1.34931195091331e-13 26.259826992906 "NT5DC3"
"FZD4" -0.733701618007242 4.23156012254057 -4.40229124664871 5.19322371002133e-05 0.0002918495997406 1.35471835196864 "FZD4"
"PLAUR" -0.731906091233263 6.11324153000351 -4.57155111545458 2.92112397292618e-05 0.000179461495465163 1.90952490374848 "PLAUR"
"TPM1-AS" 0.731339953285047 5.24035223347505 10.0940053011208 5.77727346149728e-14 7.57568278096337e-12 21.5834552272137 "TPM1-AS"
"H4C8" -0.729128997767705 4.2978684961905 -3.33841267610368 0.00154346828869499 0.00513857378668727 -1.873830879402 "H4C8"
"PTN" -0.728143400273756 1.75599214715965 -11.5921150474666 3.51603336125213e-16 1.04580553269438e-13 26.6015185844654 "PTN"
"MT-TN" -0.728029420706432 2.02946407505878 -6.12625710020701 1.12296233181906e-07 1.65193312865301e-06 7.32651840786233 "MT-TN"
"GLI3" -0.726648789825009 4.84557288221409 -5.54535470052932 9.37509135792598e-07 9.92441311717945e-06 5.250515973835 "GLI3"
"ITGB8" -0.726521081647078 2.21334300803728 -6.27161986303832 6.57132290478595e-08 1.06282868466664e-06 7.85189205774563 "ITGB8"
"MAML3" -0.726328978701049 3.11013033253756 -6.21331882161897 8.1482293503357e-08 1.25941263532755e-06 7.6409593483152 "MAML3"
"EPHA2" -0.725963994339832 7.31070530591025 -7.79263776089407 2.3379466750701e-10 9.63218233191889e-09 13.3975461411674 "EPHA2"
"SPRED2" -0.723451833983716 6.38154003710074 -6.60225936858932 1.9336862692939e-08 3.66169317609304e-07 9.05266737894148 "SPRED2"
"PCDHA2" -0.721567674844972 3.50402878224698 -10.7044247027068 6.99042872687392e-15 1.31151197421888e-12 23.662502994105 "PCDHA2"
"PCDHA11" -0.71920965970583 4.11460778272607 -9.10913747884321 1.90526902427344e-12 1.52860235204044e-10 18.1386525304629 "PCDHA11"
"JUP" -0.719100454800105 4.5392419299626 -3.72307574126096 0.00047635092050381 0.00188179445271913 -0.764923252644019 "JUP"
"STAMBP" -0.718959456852899 6.88002827999786 -11.6697314513215 2.72004261894288e-16 8.2927299345021e-14 26.8535699648116 "STAMBP"
"CLIP4" -0.718617907443001 6.62016429679014 -7.65744052059249 3.85492379921635e-10 1.43325596742205e-08 12.9048766679208 "CLIP4"
"FYB1" -0.715299753214833 1.72747539198248 -9.61624971282292 3.10898944054558e-13 3.23953095269723e-11 19.9254814639979 "FYB1"
"BTBD19" -0.713571076481217 2.03811695281149 -7.49934175071672 6.92413685136153e-10 2.31342051787271e-08 12.3280254303154 "BTBD19"
"FMNL1" -0.712180746462661 4.86578511545069 -4.80581647807104 1.30085775105837e-05 9.09630749664954e-05 2.69191724574137 "FMNL1"
"LONRF2" -0.711418340344301 2.77072763009338 -6.13333595887577 1.09407667545608e-07 1.6211743690385e-06 7.35205924205493 "LONRF2"
"CARD11" -0.710635019942004 2.00608029686967 -4.50060359494797 3.7215125894666e-05 0.000220203037499006 1.67583994513175 "CARD11"
"ZNF462" -0.71048597108501 5.71632763292685 -11.0048066139213 2.51382697867269e-15 5.28553793188163e-13 24.6684858887453 "ZNF462"
"CMPK2" -0.710207199818539 2.15686825750865 -6.12121998843341 1.14397711102333e-07 1.67476601067581e-06 7.30834717800687 "CMPK2"
"FAT1" -0.707907671273569 8.92726081780901 -8.11820483482215 7.0374748032807e-11 3.44666687654651e-09 14.5807031912744 "FAT1"
"IL11" -0.705997086324325 4.48545682111044 -4.8596565179477 1.07811895516589e-05 7.76131089625028e-05 2.87391540633237 "IL11"
"CEBPD" -0.705471170015926 3.30470176866954 -4.25740575397091 8.441822089999e-05 0.000438076682500161 0.887504404041742 "CEBPD"
"TRIB1" -0.704077706857451 5.04916407556699 -6.19408982564254 8.7468268950501e-08 1.34173023880674e-06 7.57145172708866 "TRIB1"
"MCTP1" -0.702456999331683 3.57186070213743 -4.46848517002769 4.15078897225874e-05 0.000241272028201599 1.57057939061687 "MCTP1"
"PLA2G4C" 0.702086697370596 3.51928424082503 3.36909673133887 0.00140871004124874 0.0047614243217928 -1.78816823487243 "PLA2G4C"
"BMP2" -0.701754391424413 4.17952621208417 -6.6799507160715 1.44968410020085e-08 2.90771342137326e-07 9.33569356656376 "BMP2"
"TIMP1" -0.701187262790959 7.51804920289987 -4.7163335660388 1.77471865767606e-05 0.000118460284785766 2.39118978947641 "TIMP1"
"NFKBIA" -0.700820328838837 7.50734929958208 -4.20766500107016 9.95904191605558e-05 0.000501447217862501 0.72884558013626 "NFKBIA"
"SOCS1" -0.700521280577509 2.79243933006458 -4.28396815149109 7.72615619713931e-05 0.000406824157271649 0.972602478957322 "SOCS1"
"RUNX2" -0.699931280946422 4.15146352584747 -3.30022614796479 0.00172825081144089 0.00563680627053266 -1.97972515678019 "RUNX2"
"CFLAR-AS1" -0.699225965203921 4.07780730446781 -8.75542034491938 6.84686315417998e-12 4.51337817109324e-10 16.8776200776365 "CFLAR-AS1"
"ISG20" -0.698392503349268 4.18058540184104 -4.74538104232674 1.6048387716911e-05 0.000108969982298291 2.48856461112545 "ISG20"
"TNFRSF11B" -0.698144101435037 2.49049198983261 -3.12575150489546 0.00287140118555574 0.00865037980678169 -2.45318667435572 "TNFRSF11B"
"NEAT1" -0.697509724035759 8.31150659670469 -7.72393454311071 3.01410404304171e-10 1.16688885094901e-08 13.1472679585782 "NEAT1"
"MATN2" 0.697445150063395 4.52628142234151 4.05366412897167 0.000165273545023843 0.000774898455042585 0.243598187517967 "MATN2"
"CD70" -0.696579873895903 3.06959045749238 -4.95067055354145 7.83685624485772e-06 5.90305508993452e-05 3.18329799102623 "CD70"
"C1orf198" 0.695270976963041 5.89445960356042 6.28015711150074 6.36746300359542e-08 1.0325958953304e-06 7.88280291349223 "C1orf198"
"NAB2" -0.693614628544627 6.29019581524466 -5.44332022181461 1.35526872331682e-06 1.34369935616655e-05 4.89089907311827 "NAB2"
"MAFF" -0.693474645810244 4.35548550596161 -4.79053282731303 1.37192302960323e-05 9.53310618006347e-05 2.64039572185853 "MAFF"
"SLC15A3" -0.693225594194496 3.11380374372126 -5.29436028424651 2.31440899053832e-06 2.10943330639872e-05 4.36926043264005 "SLC15A3"
"SOD2" -0.693114864979854 8.84715478208887 -7.02446838343145 4.03491166224012e-09 9.98088189067308e-08 10.5931294729795 "SOD2"
"GRASLND" -0.690471129204659 4.43748694671259 -10.077865494311 6.11269539297594e-14 7.93024684227038e-12 21.5278726631247 "GRASLND"
"IMPDH1P10" -0.689375294887303 2.84135261522767 -6.8345515303661 8.1679368588671e-09 1.81105436352517e-07 9.8995806186577 "IMPDH1P10"
"IGFBPL1" 0.689194172412061 1.81261615072404 9.20304442831353 1.35929845605137e-12 1.1756485582657e-10 18.4714940351208 "IGFBPL1"
"PCDHAC1" -0.688944542217174 3.65174026453169 -10.8564362293626 4.16028629581269e-15 8.053125615466e-13 24.1730336649297 "PCDHAC1"
"PLD4" -0.68689348408355 3.06201729391547 -6.16596186652065 9.70209627734033e-08 1.46432010027432e-06 7.46983528585539 "PLD4"
"HSPA2" -0.685790739887288 1.68566190454935 -11.1795153484849 1.39391352780946e-15 3.33309322973261e-13 25.2482396871615 "HSPA2"
"XPA" -0.685627399937458 4.25399447583374 -9.51685365631451 4.42628439280688e-13 4.25027859608503e-11 19.5773548212436 "XPA"
"BRD2" -0.683580507096003 7.01820009890845 -12.0890842115265 6.88768892649006e-17 3.13215143124047e-14 28.2014222278417 "BRD2"
"CFAP58" 0.681681190987334 2.48314106534554 3.91438718273229 0.00025945287913666 0.00112638941298383 -0.1870500229273 "CFAP58"
"SNAI1" -0.68044107029413 3.57082251020796 -6.70193130697735 1.33617301659186e-08 2.7067491590262e-07 9.41581383452074 "SNAI1"
"KIAA0408" -0.680131959874314 2.83821772134191 -5.82392572298634 3.40385912686079e-07 4.21850224106375e-06 6.2406414963156 "KIAA0408"
"MT-TK" -0.68010896518087 2.50813912025999 -5.63522597125206 6.76834963143549e-07 7.52415895673252e-06 5.56868570467671 "MT-TK"
"CRABP2" 0.679557988653089 3.58045896214148 4.55688245430268 3.07144822599037e-05 0.000187187961598963 1.86107952662515 "CRABP2"
"MMP9" -0.67931912503558 2.37348001472759 -2.93724181061059 0.00488435208458918 0.0135435820080866 -2.94468090826592 "MMP9"
"PCSK7" 0.675888922286323 6.7475367045921 7.51699839215828 6.48547813658054e-10 2.1808270906982e-08 12.3924807215153 "PCSK7"
"PITX2" -0.674123766854266 4.52379067793883 -4.61879032710242 2.48425867442403e-05 0.000157053056166931 2.06599055354372 "PITX2"
"LINC01694" 0.673257287688425 2.72681150569172 3.05485801222588 0.0035139754824241 0.0103011853385004 -2.6405375712479 "LINC01694"
"ID2" -0.672736415728703 4.43264719009658 -6.02282831548115 1.64257901826814e-07 2.26086355844018e-06 6.95390483368234 "ID2"
"RNF187" 0.672213244311955 6.77189254416945 9.92222389242155 1.05499665476763e-13 1.27718975362005e-11 20.9903096378615 "RNF187"
"ARSI" 0.671796935368862 2.03749735281985 7.19966398366285 2.1051157478446e-09 5.71756938640644e-08 11.2333034396353 "ARSI"
"TNFSF9" -0.671761333381828 4.8046620841808 -5.25980543450598 2.6189520189495e-06 2.35184976959419e-05 4.24886597614592 "TNFSF9"
"SCN3A" -0.668878696470191 2.22764542188227 -4.71758931369304 1.76702329773813e-05 0.000118140620153051 2.39539441868874 "SCN3A"
"FSCN1" -0.668653252490574 6.49290890315829 -6.21486059438968 8.10203765121503e-08 1.25386229894121e-06 7.6465338193816 "FSCN1"
"IFI35" 0.668262239676963 2.16175638898731 5.96197833008483 2.05357312652928e-07 2.73697533093165e-06 6.73520930156347 "IFI35"
"PCLO" 0.667977619811346 2.31245914748597 9.98087617654158 8.58603284004987e-14 1.07945021117947e-11 21.1932162964825 "PCLO"
"PLEKHA2" -0.667822555000474 3.60097009814206 -10.5736889632243 1.0947636067479e-14 1.9072345977558e-12 23.221090931853 "PLEKHA2"
"PCDHA10" -0.666199643250328 4.43618551314701 -9.04052693322489 2.43964447041278e-12 1.89499772717731e-10 17.8949384920778 "PCDHA10"
"MIR3064" -0.665656004348686 2.32389808199988 -7.17588623043379 2.2994293925754e-09 6.16297614119935e-08 11.1464123361431 "MIR3064"
"INO80D" -0.664919428246328 5.75651533086735 -7.25117424279737 1.73868124186876e-09 4.91514777015968e-08 11.4215331139566 "INO80D"
"KLF2" -0.664637244657143 2.63223200098959 -4.5298155021969 3.36891305366907e-05 0.000202383717682238 1.77186416126905 "KLF2"
"MT1X" -0.664325063147932 4.29687947578262 -6.6375237366327 1.69670674740457e-08 3.31591967701904e-07 9.18110112160455 "MT1X"
"MT-ND4L" -0.662360932790258 7.52927413155524 -5.8955901669617 2.61908929349238e-07 3.38326367335086e-06 6.49708839447747 "MT-ND4L"
"RNF24" -0.660369613828368 6.0710970308556 -6.36751163165148 4.61123786113566e-08 7.76713338626372e-07 8.19940567266842 "RNF24"
"CCDC62" 0.659658468676349 3.07758324731179 5.13667001005598 4.06155763884543e-06 3.37632552186231e-05 3.82185784740456 "CCDC62"
"ZNF703" -0.659475528596062 4.37404284101004 -5.69781986363571 5.39097199559325e-07 6.21388501760488e-06 5.79102002164663 "ZNF703"
